record_id,source_kind,source_file,source_question_id,source_exam_code,source_exam_year,source_set_code,source_question_no,source_choice_label,subject,topic,question_type_original,question_type_marubatsu,statement_text,answer_bool,answer_label,explanation_text,legal_basis,rewrite_note,review_status
official_h19_q13_c1,official,管理業務主任者問題確認一覧.csv,h19_q13,h19,平成19年度,,13,1,会計・税務,正規の簿記の原則,single_choice,true_false,企業会計原則の正規の簿記の原則は、整然かつ明瞭な会計帳簿の作成を求めるものであり、管理組合会計でも複式簿記による会計帳簿の作成が望ましい。,1,○,この記述は正しいです。正規の簿記の原則は整然・明瞭な帳簿作成を求めるもので、管理組合会計でも複式簿記が望ましく適しています。,企業会計原則,管理組合会計への当てはめまで含めて整理。,rewritten
official_h19_q13_c2,official,管理業務主任者問題確認一覧.csv,h19_q13,h19,平成19年度,,13,2,会計・税務,明瞭性の原則,single_choice,true_false,企業会計原則の明瞭性の原則は、財務諸表が利害関係者の判断を誤らせないよう、明瞭に表示されることを求める。,1,○,この記述は正しいです。明瞭性の原則は、財務諸表が明瞭に表示され、利害関係者の判断を誤らせないよう求めるものです。,企業会計原則,元文を簡潔化。,rewritten
official_h19_q13_c3,official,管理業務主任者問題確認一覧.csv,h19_q13,h19,平成19年度,,13,3,会計・税務,単一性の原則,single_choice,true_false,企業会計原則の単一性の原則は、各種利害関係者への報告目的による形式差を認めつつも、一つの正確な会計帳簿から作成されることを求め、二重帳簿を禁じる。,1,○,この記述は正しいです。単一性の原則は、一つの正確な会計帳簿から各財務諸表が作成されることを求め、二重帳簿を認めません。,企業会計原則,論点がぶれないよう要点のみ残した。,rewritten
official_h19_q13_c4,official,管理業務主任者問題確認一覧.csv,h19_q13,h19,平成19年度,,13,4,会計・税務,継続性の原則,single_choice,true_false,企業会計原則の継続性の原則は、会計処理の原則や手続を厳格に継続して適用することを求め、いかなる場合でも変更を認めない。,0,×,この記述は誤りです。継続性の原則は、会計処理をみだりに変えないことを求めますが、正当な理由があり影響を明らかにすれば変更自体が一切禁止されるわけではありません。,企業会計原則,「いかなる場合でも変更を認めない」を誤りの核にした。,rewritten
official_h19_q16_c1,official,管理業務主任者問題確認一覧.csv,h19_q16,h19,平成19年度,,16,1,会計・税務,消費税の課税対象,single_choice,true_false,管理組合が支払う管理報酬、修繕費、備品購入代、エレベーター管理保守料は、いずれも消費税の課税対象となる。,1,○,この記述は正しいです。管理組合が支払うこれらの対価性のある取引は、消費税の課税対象となります。,消費税法,列挙項目を一文に整理。,rewritten
official_h19_q16_c2,official,管理業務主任者問題確認一覧.csv,h19_q16,h19,平成19年度,,16,2,会計・税務,基準期間の課税売上高,single_choice,true_false,消費税の納税義務判定では、基準期間の課税売上高が1050万円であっても、備品譲渡による80万円が臨時収入なら差し引いて1000万円未満として扱うことができる。,0,×,この記述は誤りです。基準期間の課税売上高には、備品譲渡のような課税売上も原則として含めて判断するため、臨時収入だから差し引けるわけではありません。,消費税法,「臨時収入なら差し引ける」を誤りの核にした。,rewritten
official_h19_q16_c3,official,管理業務主任者問題確認一覧.csv,h19_q16,h19,平成19年度,,16,3,会計・税務,人格なき社団と納税義務,single_choice,true_false,消費税法上、法人格のない社団は法人とみなされるため、非法人管理組合や管理組合法人は事業者として納税義務者となり得る。,1,○,この記述は正しいです。法人格のない社団は消費税法上法人とみなされるため、管理組合も事業者として納税義務者となり得ます。,消費税法,「なり得る」で一般化。,rewritten
official_h19_q16_c4,official,管理業務主任者問題確認一覧.csv,h19_q16,h19,平成19年度,,16,4,会計・税務,人件費と不課税,single_choice,true_false,管理組合が雇用している従業員の人件費は不課税取引であり、消費税の課税対象とはならない。,1,○,この記述は正しいです。雇用に基づく人件費は不課税取引であり、消費税の課税対象とはなりません。,消費税法,元文を簡潔化して採用。,rewritten
official_h19_q17_c1,official,管理業務主任者問題確認一覧.csv,h19_q17,h19,平成19年度,,17,1,建築・設備,耐火性能,single_choice,true_false,耐火性能とは、通常の火災が終了するまでの間、当該火災による建築物の倒壊及び延焼を防止するために、建築物の部分に必要とされる性能をいう。,1,○,この記述は正しいです。耐火性能についての建築基準法上の定義に沿った説明です。,建築基準法2条,定義文なのでそのまま一問一答化しやすい。,rewritten
official_h19_q17_c2,official,管理業務主任者問題確認一覧.csv,h19_q17,h19,平成19年度,,17,2,建築・設備,準耐火性能,single_choice,true_false,準耐火性能とは、通常の火災による延焼を抑制するために、建築物の部分に必要とされる性能をいう。,1,○,この記述は正しいです。準耐火性能の説明として、法の定義に沿っています。,建築基準法2条,定義文をそのまま活用。,rewritten
official_h19_q17_c3,official,管理業務主任者問題確認一覧.csv,h19_q17,h19,平成19年度,,17,3,建築・設備,防火性能,single_choice,true_false,防火性能とは、当該建築物で発生した通常の火災が周囲建築物へ延焼することを抑制するために、当該建築物の内壁又は天井に必要とされる性能をいう。,0,×,この記述は誤りです。防火性能を内壁又は天井に必要とされる性能として捉える説明は、建築基準法上の定義とずれています。,建築基準法2条,元の誤答肢をそのまま×文化。,rewritten
official_h19_q17_c4,official,管理業務主任者問題確認一覧.csv,h19_q17,h19,平成19年度,,17,4,建築・設備,遮炎性能,single_choice,true_false,遮炎性能とは、通常の火災時における火炎を有効に遮るために、防火設備に必要とされる性能をいう。,1,○,この記述は正しいです。遮炎性能についての法令上の説明に沿っています。,建築基準法2条,定義の比較がしやすいよう原文を維持。,rewritten
